Data Details,,,,,,,,,Levels of Location Strata,Levels of Business Sector Strata,ISIC Rev. 3.1 (http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,,,"Wholesale and retail trade; repair of motor vehicles, motocyles and personal and household goods",,,,,,Hotels and restaurants,,,"Transport, storage and communications",,"Professional, scientific and technical activities",,,,,,,Others,,Additional
Russian Federation,2019,2018,2016,7,1/2019 - 7/2019,Global,ECA,1323,"Central Federal District (293), Far Eastern Federal District (137), North-West Federal District (184), Siberian Federal District (180), Southern Federal District And North-Caucasian Federal District (157), Ural Federal District (161), Volga Federal District (211)","Fabricated Metal Products (128), Food (156), Garments (140), Machinery & Equipment (129), Non-Metallic Mineral Products (132), Other Manufacturing (204), Other Services (283), Retail (151)",156,0,0,3,140,1,13,5,28,1,28,0,27,132,7,128,3,23,129,9,7,18,26,4,0,49,0,34,147,151,11,2,1,1,10,10,0,18,0,0,0,0,0,0,0,0,0,0,0,1
Rwanda,2006,2005,2002,2,11/2006 - 12/2006,Global,AFR,212,"Butare (20), Kigali (192)","Food (21), Garments (5), Other Manufacturing (33), Other Services (109), Retail (44)",21,0,0,1,5,1,1,2,7,0,7,0,3,1,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Rwanda,2011,2010,2008,2,6/2011 -  2/2012,Global,AFR,241,"Butare (9), Kigali (232)","Manufacturing (81), Services (160)",24,0,0,3,1,2,4,1,15,0,9,0,5,3,2,3,1,2,0,1,0,5,0,0,0,17,0,10,24,36,5,0,1,6,3,46,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,2019,2018/2019,2016/2017,3,11/2019 - 03/2020,Global,AFR,360,"Kigali (162), Southern Province (99), Western Province (99)","Manufacturing (120), Other Services (164), Retail (76)",65,0,1,2,0,1,3,5,2,0,1,0,4,8,2,5,0,1,0,0,0,20,0,0,0,10,0,30,19,76,9,0,1,6,2,84,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,2023,2022/2023,2020/2021,3,05/2023-02/2024,Global,AFR,358,"Kigali (130), Southern and Eastern (117), Western and Northern (111)","Manufacturing (132), Other Services (151), Retail (75)",46,22,0,1,21,4,7,0,3,0,1,1,2,15,1,0,0,0,0,2,0,5,1,0,3,0,0,11,25,75,7,0,0,0,0,52,49,0,0,0,3,0,1,0,0,0,0,0,0,0
Samoa,2009,2008,2006,1,7/2009 - 10/2009,Global,EAP,109,Samoa (109),"Manufacturing (28), Services (81)",10,0,1,1,2,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,4,0,0,0,9,0,14,9,25,0,0,0,1,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,8
Samoa,2023,2022/2023,2020/2021,3,08/2023 - 12/2023,Global,EAP,157,"ApiaUpolu (89), RestofUpolu (38), Savaii (30)","Manufacturing (45), Services (112)",16,1,1,2,4,0,0,0,6,0,0,1,0,3,0,3,0,0,0,0,2,4,2,0,6,5,9,4,1,43,1,0,0,2,1,13,23,0,2,0,0,0,1,0,0,1,0,0,0,0
Saudi Arabia,2022,2021/2022,2019/2020,13,09/2022 - 04/2023,Global,MNA,1573,"Aser (120), Baha (110), Eastern Province (128), Hail (116), Jazan (115), Jowf (118), Mecca (138), Medina (121), Najran (117), Northern Borders (102), Qaseem (119), Riyadh (158), Tabouk (111)","Basic Metals (52), Chemicals & Chemical Products (73), Construction (236), Electrical & Computer Products (52), Fabricated Metal Products (154), Food (123), Hotels (119), Non-Metallic Mineral Products (127), Other Manufacturing (171), Other Services (91), Restaurants (123), Retail (159), Wholesale (93)",123,24,0,8,17,0,20,4,6,2,73,6,30,127,52,154,18,34,4,7,0,36,4,3,200,11,25,50,93,159,39,0,0,2,0,119,123,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,2007,2006,2003,4,2/2007 - 3/2007,Global,AFR,506,"Dakar (334), Kaolack (48), Saint-Louis (61), Thiäs (63)","Chemicals & Chemical Products (11), Fabricated Metal Products (20), Food (83), Garments (42), Rest of Universe (246), Retail (104)",83,0,0,1,42,11,8,3,15,0,11,0,5,7,0,20,0,3,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
Senegal,2014,2013,2011,4,5/2014 -  2/2015,Global,AFR,601,"Dakar (369), Kaolack (67), Saint-Louis (52), Thiäs (113)","Food (126), Hospitality & Tourism (126), Other Manufacturing (123), Other Services (110), Retail (116)",126,0,0,2,22,6,23,3,15,0,12,0,8,3,5,15,0,1,1,0,0,5,2,0,0,25,0,28,34,116,10,0,0,36,6,90,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,2024,2023/2024,2021/2022,4,07/2024-03/2025,Global,AFR,603,"Central (126), Dakar (266), Northern (103), Southern (108)","Food (103), Other Manufacturing (102), Other Services (225), Retail (173)",103,11,0,1,6,3,0,4,12,0,14,2,8,3,3,9,3,0,2,0,0,12,8,1,29,17,12,5,49,173,10,5,3,12,0,35,19,2,0,5,4,1,4,0,0,3,1,6,3,0
Serbia,2002,2001,1998/1999,1,,Not Global,,163,Serbia&Montenegro (163),"Manufacturing (57), Services (106)",13,0,0,1,1,4,0,2,8,1,0,0,3,0,2,4,0,5,3,0,2,3,3,2,0,15,0,5,31,18,2,2,3,7,3,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2005,2004,2002,6,,Not Global,,191,"Belgrade (86), Centralna Serbia (11), Montenegro (13), Southern Serbia (40), Vojvodina (34), Western Serbia (7)","Manufacturing (65), Services (126)",19,0,1,5,2,2,0,2,6,0,4,0,2,2,2,7,0,3,3,0,0,2,1,2,0,20,0,14,22,25,8,0,0,11,4,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2009,2007,2004,6,9/2008 - 12/2008,Global,ECA,388,"Belgrade (153), Central (57), East (7), South (48), Vojvodina (89), West (34)","Manufacturing (135), Other Services (154), Retail (99)",27,0,2,10,4,3,5,4,12,0,10,0,9,6,2,21,1,5,4,2,3,2,2,1,0,41,0,14,54,99,14,0,0,11,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,2
Serbia,2013,2011,2009,4,1/2013 - 8/2013,Global,ECA,360,"Belgrade (116), Southern And Eastern Serbia (65), Vojvodina (93), ?umadija and Western Serbia (86)","Manufacturing (118), Other Services (130), Retail (112)",23,0,0,3,14,2,1,5,8,0,7,0,4,12,1,14,1,6,5,2,2,5,2,1,0,31,0,18,57,112,8,0,0,5,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2019,2018,2016,3,12/2018 - 10/2019,Global,ECA,361,"Belgrade (120), South Serbia (121), Vojvodina (120)","Manufacturing (127), Other Services (130), Retail (104)",30,0,0,3,8,4,1,8,6,0,8,0,11,7,2,15,0,6,6,2,1,5,1,3,0,35,0,16,36,104,17,0,0,4,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2024,2023,2021,4,6/2024-12/2024,Global,ECA,502,"Belgrade (RS11) (124), Southern and Eastern Serbia (RS22) (121), Vojvodina (RS12) (128), ?umadija and Western Serbia (RS21) (129)","Manufacturing (186), Other Services (203), Retail (113)",45,4,0,4,9,4,4,6,7,0,8,1,12,8,4,26,6,10,9,6,1,10,2,0,11,12,24,9,48,113,20,0,0,7,0,3,31,4,1,15,2,1,8,0,3,0,3,0,1,0
Seychelles,2023,2022,2020,2,05/2023 - 11/2023,Global,AFR,103,"Mahe (79), Praslin Islands, La Digue and Inner Islands (24)","Manufacturing (27), Services (76)",9,1,0,0,1,0,0,1,2,0,2,0,0,0,2,1,0,0,0,0,1,1,0,3,12,0,2,3,7,21,1,1,0,4,0,13,12,0,0,0,1,0,1,0,0,0,0,1,0,0
Sierra Leone,2009,2007,2005,2,9/2008 - 2/2009,Global,AFR,150,"Free Town (98), Kenema (52)","Manufacturing (68), Services (82)",14,0,0,1,21,0,0,0,0,0,3,0,1,4,2,2,0,0,0,0,0,0,0,0,0,10,0,19,7,26,6,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,20
Sierra Leone,2017,2016,2014,4,7/2017 - 9/2017,Global,AFR,152,"Bo (20), Bombali (21), Kenema (20), Western Urban (91)","Manufacturing (77), Services (75)",12,0,0,0,20,0,1,0,6,0,4,0,2,2,6,6,0,0,0,0,0,18,0,0,0,6,0,11,14,20,2,0,1,1,2,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,2023,2021/2022,2019/2020,4,12/2022 - 04/2023,Global,AFR,209,"Eastern Province (35), Northern and North West Province (38), Southern Province (30), Western Area (106)","Manufacturing (101), Services (108)",6,7,0,0,28,1,0,0,5,0,2,0,0,2,3,16,0,0,0,0,0,29,1,1,5,0,0,23,1,56,0,1,0,1,0,8,9,0,0,0,0,0,0,0,0,1,0,2,1,0
Singapore,2023,2022/2023,2020/2021,1,05/2023 - 10/2023,Global,EAP,623,Singapore (623),"Construction (128), Manufacturing (122), Other Services (173), Professional Activities (99), Wholesale (101)",23,1,0,0,2,1,3,1,5,0,1,1,6,1,0,15,6,2,21,4,8,14,5,2,64,11,53,20,101,41,3,3,0,16,1,0,66,2,1,13,11,13,43,3,8,20,1,2,5,0
Slovak Republic,2002,2001,1998/1999,1,,Not Global,,91,Slovak Republic (91),"Manufacturing (26), Services (65)",5,0,0,0,3,0,1,1,2,0,3,0,0,0,0,2,0,2,4,0,0,3,0,0,0,12,0,2,16,14,5,1,0,1,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,2005,2004,2002,7,,Not Global,,114,"Banskobystrick? (4), Bratislavsk? (48), Ko?ick? (18), Pre?ovsk?  (12), Tren?iansk? (13), Trnavsk? (2), Zilinsk? (17)","Manufacturing (27), Services (87)",1,0,0,1,1,0,0,0,0,0,6,0,1,1,0,3,0,1,6,0,1,5,0,0,0,17,0,9,16,15,4,0,1,2,3,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,2009,2007,2004,4,9/2008 - 3/2009,Global,ECA,275,"Bratislava (43), Stredne Slovensko (55), Vychodne Slovensko (82), Zapadne Slovensko (95)","Manufacturing (91), Other Services (110), Retail (74)",13,0,0,3,5,1,10,1,3,1,3,0,3,6,2,16,0,5,8,0,1,0,3,0,0,27,0,9,27,64,8,1,0,5,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,30
Slovak Republic,2013,2011,2009,4,1/2013 -  3/2014,Global,ECA,268,"Bratislavsky Kraj (68), Stredne Slovensko (56), Vychodne Slovensko (60), Zapadne Slovensko (84)","Manufacturing (103), Other Services (87), Retail (78)",16,0,0,1,5,0,9,3,5,1,5,0,9,3,0,12,3,2,15,2,2,7,3,0,0,24,0,11,26,77,8,0,2,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,3
Slovak Republic,2019,2018,2016,4,12/2018-3/2020,Global,ECA,429,"Bratislava Region (115), Central Slovakia (114), Eastern Slovakia (75), Western Slovakia (125)","Food (72), Other Manufacturing (120), Other Services (134), Retail (103)",72,0,0,5,5,2,10,2,9,1,4,0,9,6,5,20,3,7,20,3,2,4,3,0,0,23,0,14,27,103,19,1,0,4,4,25,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,2023,2022/2023,2020/2021,2,05/2023 - 05/2024,Global,ECA,292,"Bratislava and Western Slovakia (SK01 and SK02) (140), Central and Eastern Slovakia (SK03 and SK04) (152)","Manufacturing (112), Other Services (124), Retail (56)",27,5,0,4,4,3,4,3,3,0,0,0,3,3,7,15,3,5,12,6,1,2,0,2,4,3,15,12,33,56,10,0,0,4,1,7,11,1,3,7,3,3,3,0,3,1,0,0,0,0
Slovenia,2002,2001,1998/1999,1,,Not Global,,127,Slovenia (127),"Manufacturing (44), Services (83)",5,0,0,1,2,0,1,0,0,0,5,0,2,3,1,11,2,2,4,0,0,3,2,0,0,26,0,4,14,11,6,0,0,7,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2005,2004,2002,11,,Not Global,,131,"Dolenjska (6), Gorenjska (17), Goriska (12), Koroska (3), Notranjsko-Kraska (2), Obalno Kraska (4), Osrednjeslovenska (33), Podravska (35), Pomurska (6), Savinjska (11), Spodnjeposavska (2)","Manufacturing (49), Services (82)",3,0,0,3,2,0,1,0,0,0,5,0,4,4,2,6,0,5,8,2,0,4,0,0,0,23,0,4,14,14,11,0,0,3,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2009,2007,2004,2,9/2008 - 3/2009,Global,ECA,276,"Vzhodna Slovenija (150), Zahodna Slovenija (126)","Manufacturing (106), Other Services (116), Retail (54)",9,0,0,6,2,0,14,1,3,0,1,0,10,5,1,28,1,6,11,2,1,3,2,0,0,45,0,11,24,54,8,0,1,4,2,13,0,7,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,2013,2011,2009,2,3/2013 -  9/2013,Global,ECA,270,"East Slovenia (134), West Slovenia (136)","Manufacturing (85), Other Services (99), Retail (86)",5,0,0,3,2,0,5,0,1,0,1,0,12,8,0,20,0,4,15,0,1,5,3,0,0,25,0,12,24,86,5,0,0,5,4,15,0,6,0,0,0,0,0,0,0,0,0,0,0,3
Slovenia,2019,2018,2016,2,12/2018 - 11/2019,Global,ECA,409,"Eastern Slovenia (205), Western Slovenia (204)","Manufacturing (176), Other Services (159), Retail (74)",16,0,0,4,2,1,12,4,8,0,9,0,18,8,13,27,7,8,21,4,2,3,9,0,0,38,0,17,36,74,24,1,1,4,0,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2024,2023,2021,2,6/2024-12/2024,Global,ECA,402,"Eastern Slovenia (SI03) (208), Western Slovenia (SI04) (194)","Manufacturing (146), Other Services (163), Retail (93)",11,1,0,1,1,1,11,6,3,0,5,1,10,8,6,24,5,10,20,6,2,3,7,4,12,11,10,10,31,93,19,0,1,13,0,4,19,2,1,17,1,2,2,1,1,3,0,1,2,0
Solomon Islands,2015,2014/2015,2012/2013,1,09/2015 - 05/2016,Global,EAP,151,Honiara (151),"Manufacturing (42), Services (109)",10,0,1,0,1,0,12,0,5,2,0,0,3,2,1,1,0,0,1,0,1,1,1,0,0,12,0,3,4,64,17,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Somalia (Bosaso and Mogadishu),2019,2018/2019,2016/2017,2,10/2019 - 03/2020,Not Global,AFR,250,"Bosaso (110), Mogadishu (140)","Manufacturing (36), Other Services (95), Retail (119)",12,0,0,2,10,0,0,1,4,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,9,0,19,13,119,0,0,0,11,4,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Somaliland,2012,,,7,10/2012-03/2013,Not Global,AFR,500,"Berbera (58), Borama (60), Burco (96), Erigavo (23), Hergaisa (156), Las'anood (69), Wajaale (38)",,6,,4,0,1,0,3,0,2,6,0,,15,1,0,0,3,43,0,0,2,0,0,0,,27,,1,1,2,2,24,1,0,20,12,,3,,,,,,,,,,,,321
South Africa,2007,2006,2003,4,1/2007 - 12/2007,Global,AFR,937,"Cape Town (145), Durban (127), Johannesburg (599), Port Elizabeth (66)","Manufacturing (673), Rest of Universe (123), Retail (141)",114,0,0,13,102,15,31,12,18,2,83,0,22,8,2,111,2,20,33,3,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
South Africa,2020,2019/2020,2017/2018,4,12/2019 - 02/2021,Global,AFR,1097,"Eastern Cape (159), Gauteng (401), KwaZulu-Natal (265), Western Cape (272)","Construction (125), Fabricated Metal Products (29), Food (47), Motor Vehicles (17), Other Manufacturing (192), Other Services (390), Retail (238), Textiles & Garments (59)",47,0,1,19,40,4,13,11,12,1,23,0,22,8,20,29,2,16,24,17,8,25,2,0,0,125,0,87,16,238,28,3,2,15,0,219,0,20,0,0,0,0,0,0,0,0,0,0,0,0
South Africa (Gauteng),2019,2018/2019,2016/2017,1,1/2019 - 10/2019,Not Global,AFR,329,Gauteng (329),"Construction (44), Fabricated Metal Products (24), Food (22), Motor Vehicles (4), Other Manufacturing (99), Other Services (80), Retail (44), Textiles & Garments (12)",22,0,1,4,8,0,4,2,10,1,16,0,12,1,10,24,1,7,9,4,1,20,4,0,0,44,0,15,33,44,1,0,0,3,2,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,2014,2013,2011,4,7/2014 - 12/2014,Global,AFR,738,"Juba (400), Nimule (103), Torit (43), Yei (192)","Manufacturing (89), Other Services (384), Retail (265)",32,0,2,0,1,0,1,0,1,1,3,0,0,9,3,8,0,0,0,1,0,27,0,0,0,33,0,67,84,265,7,0,2,51,5,117,0,18,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,2024,2023,2022,2,7/2024-1/2025,Global,AFR,157,"Central Equatoria (100), Rest of the Country (57)","Manufacturing (57), Services (100)",14,17,1,0,4,0,3,1,2,0,1,0,0,1,0,1,0,0,1,0,0,10,0,1,11,6,1,4,19,11,1,0,4,9,1,19,5,1,3,1,1,0,0,0,2,1,0,0,0,0
Spain,2005,2004,2002,1,5/2005 - 9/2005,Not Global,,606,Spain (606),"Manufacturing (134), Services (472)",18,0,0,5,1,0,10,4,13,0,17,0,2,5,7,8,2,7,12,6,2,11,3,1,0,102,0,27,61,68,22,4,0,20,9,67,0,5,0,0,0,0,0,0,0,0,0,0,0,87
Spain,2021,2018/2019/2020/2021,2016/2017/2018/2019,7,12/2019 - 1/2022,Global,ECA,1051,"Canary Islands (78), Center (190), Community of Madrid (166), East (162), Northeast (126), Northwest (151), South (178)","Fabricated Metal Products (140), Food (144), Furniture (118), Machinery & Equipment (137), Other Manufacturing (205), Other Services (210), Retail (97)",144,0,1,8,7,12,26,15,17,0,8,0,22,10,24,140,2,8,137,26,11,118,6,2,0,41,0,31,66,97,17,0,0,5,1,27,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2024,2022/2023/2024/2025,2020/2021/2022/2023 ,11,01/2024-03/2025,Global,ECA,1431,"Basque Community (123), Canary Islands (115), Castile-Le¢n (123), Catalonia (132), Center (149), Community of Madrid (160), East (100), Galicia (120), Northeast (130), Northwest (113), South (166)","Construction (138), Fabricated Metal Products (145), Food (135), Hotels (120), Machinery & Equipment (122), Other Manufacturing (254), Other Services (319), Professional Activities (111), Retail (87)",135,5,1,6,3,6,17,16,7,1,13,8,15,11,11,145,9,13,122,47,12,33,8,12,37,19,82,21,123,87,64,2,1,20,2,120,38,1,4,36,29,14,37,6,15,7,3,6,1,0
Sri Lanka,2011,2010,2007,9,6/2011 - 11/2011,Global,SAR,610,"Central (65), Eastern (28), North-Central (36), North-Western (114), Northern (26), Sabaragamuwa (35), Southern (60), Uva (29), Western (217)","Food (124), Garments (113), Other Manufacturing (125), Other Services (127), Retail (121)",124,0,7,14,113,3,26,3,3,0,6,0,14,31,4,0,0,0,0,3,1,8,2,0,0,3,0,33,30,121,3,2,0,5,1,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0
St. Kitts and Nevis,2010,2009,2007,1,4/2011 -  9/2011,Global,LAC,150,Entire Country (150),"Manufacturing (29), Services (121)",5,0,0,0,3,1,2,0,1,0,0,0,2,1,0,2,0,4,0,1,2,5,0,0,0,26,0,8,12,33,2,1,0,9,1,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0
St. Lucia,2010,2009,2007,1,8/2011 - 11/2011,Global,LAC,150,Entire Country (150),"Manufacturing (63), Services (87)",24,0,0,0,7,0,1,1,2,0,8,0,1,6,0,4,0,2,0,0,0,7,0,0,0,4,0,6,0,37,1,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,2010,2009,2007,1,5/2011 -  9/2011,Global,LAC,154,Entire Country (154),"Manufacturing (49), Services (105)",22,0,1,1,2,0,1,1,6,0,1,0,0,5,0,2,0,0,0,0,1,6,0,0,0,6,0,8,4,46,1,0,2,12,3,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,2014,2013,2011,3,9/2014 -  2/2015,Global,AFR,662,"Bahri (42), Khartoum (489), Om Durman (131)","Manufacturing (85), Other Services (162), Retail (141), Services (1), Wholesale (273)",20,0,1,0,3,4,0,0,3,3,14,0,7,5,5,2,1,5,8,0,0,1,1,1,0,39,0,61,273,141,8,5,3,13,3,15,0,15,0,0,0,0,0,0,0,0,0,0,0,2
Suriname,2010,2009,2007,1,8/2011 - 11/2011,Global,LAC,152,Entire Country (152),"Manufacturing (75), Services (77)",28,0,0,0,2,0,9,1,7,0,0,0,4,10,0,1,0,0,0,0,1,11,1,0,0,11,0,1,4,26,11,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,2018,2017,2015,1,09/2018 - 01/2019,Global,LAC,233,Paramaribo And Nickerie (233),"Food (28), Other Manufacturing (53), Other Services (94), Retail (58)",28,0,0,1,4,2,10,2,8,0,1,0,1,5,2,8,0,2,0,0,1,6,0,0,0,21,0,24,13,58,8,1,0,3,1,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2014,2013,2011,4,1/2014 - 11/2014,Global,ECA,600,"BorÜs, Gîteborg, Jînkîping, TrollhÑttan-VÑnersborg (175), Linkîping, ôrebro, Karlstad, VÑsterÜs (179), Malmî-Lund (127), Stockholm-Solna (119)","Fabricated Metal Products (115), Machinery & Equipment (111), Other Manufacturing (111), Other Services (89), Retail (95), Services of Motor Vehicles (79)",17,0,0,2,0,0,13,8,6,2,6,0,12,6,0,115,2,12,111,3,2,13,7,0,0,24,0,79,33,95,13,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2020,2019,2017,8,12/2019 - 06/2021,Global,ECA,591,"MellerstaNorrland (51), NorraMellansverige (89), SmÜlandmedîarna (64), Stockholm (96), Sydsverige (67), VÑstsverige (81), ôstraMellansverige (78), ôvreNorrland (65)","Fabricated Metal Products (86), Machinery & Equipment (112), Other Manufacturing (152), Other Services (152), Retail (89)",12,0,0,1,0,1,17,10,13,2,7,0,11,8,10,86,2,21,112,11,6,11,8,1,0,30,0,43,42,89,14,0,0,2,1,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2024,2022/2023/2024,2020/2021/2022,8,01/2024-12/2024,Global,ECA,600,"MellerstaNorrland (61), NorraMellansverige (59), SmÜlandmedîarna (80), Stockholm (105), Sydsverige (73), VÑstsverige (85), ôstraMellansverige (74), ôvreNorrland (63)","Fabricated Metal Products (100), Other Manufacturing (140), Other Services (152), Professional Activities (110), Retail (98)",7,2,0,1,0,0,6,7,6,0,3,3,11,5,10,100,2,6,42,8,2,3,10,6,12,1,35,18,31,98,17,3,0,2,0,2,12,0,0,19,15,19,42,11,14,8,1,0,0,0
Syrian Arab Republic,2009,2008,,5,6/2009 - 9/2009,Not Global,MNA,508,"Aleppo (95), Damascus (270), Hama (41), Homs (57), Lattakia (45)",Entire Sector (508),66,0,0,14,76,9,3,2,1,0,45,0,3,21,7,4,3,4,13,5,0,28,11,1,0,16,0,0,37,20,2,0,0,1,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,87
"Taiwan, China",2024,2023/2024,2021/2022,3,02/2024-03/2025,Global,EAP,612,"Central (151), Northern (334), Southern and Eastern (127)","Construction (34), Manufacturing (313), Other Services (95), Retail (61), Wholesale (109)",19,2,0,11,6,3,3,5,2,1,21,3,24,7,13,38,62,19,37,13,7,1,14,2,5,10,19,15,94,61,1,2,0,11,1,3,9,3,1,31,2,6,7,3,1,6,0,6,2,0
Tajikistan,2002,2001,1998/1999,1,,Not Global,,133,Tajikistan (133),"Manufacturing (48), Services (85)",13,0,0,7,7,0,1,0,4,0,1,0,1,2,2,2,0,2,4,0,0,2,0,0,0,16,0,5,30,10,3,0,0,7,1,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2003,2002,,1,,Not Global,,107,Tajikistan (107),Manufacturing (107),33,0,0,3,50,2,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2005,2004,2002,4,,Not Global,,140,"Capital (51), Khatlonskaya obl. (41), RRP (8), Sogdiskaya obl. (40)","Manufacturing (52), Services (88)",14,0,0,9,5,1,1,0,7,0,2,0,2,4,0,2,0,1,3,0,0,1,0,0,0,19,0,1,28,17,7,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2008,2007,2004,4,5/2008 - 8/2008,Global,ECA,360,"Dushanbe (96), Khatlonskaya (61), RRP (94), Sogdiskaya (109)","Manufacturing (117), Other Services (135), Retail (108)",39,0,0,17,11,1,2,1,8,0,4,0,1,16,0,3,1,4,4,0,0,4,0,0,0,53,0,10,27,109,12,0,1,5,9,15,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Tajikistan,2013,2011,2009,4,2/2013 -  4/2014,Global,ECA,359,"Dushanbe (80), Khatlon (112), Rrp (47), Sughd (120)","Manufacturing (122), Other Services (126), Retail (111)",45,0,1,13,12,1,3,0,9,0,4,0,5,15,0,5,0,2,2,0,0,3,1,1,0,60,0,10,18,111,7,0,0,11,3,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2019,2018,2016,3,1/2019 - 9/2019,Global,ECA,352,"Dushanbe (113), Region Of Republican Subordination & Khatlon (115), Sughd (124)","Manufacturing (160), Other Services (119), Retail (73)",50,0,1,25,8,4,4,0,8,0,5,0,9,29,3,2,0,1,5,1,0,4,1,0,0,42,0,12,25,73,5,0,0,10,3,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,2024,2023,2021,3,04/2024-10/2024,Global,ECA,364,"Dushanbe (123), Rest of the Country (122), Sughd (119)","Manufacturing (133), Other Services (148), Retail (83)",32,9,0,14,7,1,3,2,6,0,4,0,12,22,2,4,0,1,1,0,0,8,1,4,29,7,19,6,18,83,7,0,0,1,0,4,35,0,4,1,1,2,3,0,1,4,0,6,0,0
Tanzania,2006,2005,2002,4,11/2006 - 12/2006,Global,AFR,419,"Arusha (45), Dar es Salaam (286), Mbeya (24), Pemba (64)","Food (70), Garments (51), Other Manufacturing (152), Other Services (81), Retail (65)",70,0,0,3,51,2,15,5,12,0,15,0,8,8,5,21,1,3,1,4,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Tanzania,2013,2011/2012,2008/2009,5,1/2013 -  8/2014,Global,AFR,813,"Arusha (127), Dar Es Salaam (386), Mbeya (87), Mwanza (85), Zanzibar (128)","Food (91), Furniture (116), Other Manufacturing (139), Other Services (252), Retail (121), Textiles & Garments (94)",91,0,1,37,57,0,18,0,19,2,11,0,17,15,4,32,0,10,4,5,1,116,0,0,0,7,0,30,43,121,5,0,0,7,0,158,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,2023,2022/2023,2020/2021,5,06/2023 - 04/2023,Global,AFR,600,"Arusha (169), Dar-es-salaam (190), Dodoma (65), Mbeya (73), Zanzibar (103)","Food (73), Hotels (149), Other Manufacturing (123), Other Services (156), Retail (99)",73,6,0,6,14,2,10,1,11,0,3,1,6,9,1,9,0,5,2,1,1,31,4,0,7,4,2,29,33,99,3,2,0,4,0,149,60,0,0,1,1,2,2,0,0,0,0,5,1,0
